,round_epochs,val_loss,val_acc,loss,acc,activation,batch_size,dropout,emb_output_dims,epochs,first_neuron,hidden_layers,kernel_initializer,last_activation,losses,lr,optimizer,shapes,weight_regulizer
0,50,0.3311650603930268,0.8545454545454545,0.3871594371499086,0.8309492847854356,<function elu at 0x7f1605d95158>,1,0.0,,50,32,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Adam'>,funnel,
1,50,0.34508857158563677,0.8515151515151516,0.4257307838644344,0.8205461638491548,<function relu at 0x7f1605d950d0>,1,0.0,,50,64,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Nadam'>,brick,
2,50,0.3508464451879263,0.8454545516859401,0.4080621639583914,0.8153446115969991,<function elu at 0x7f1605d95158>,3,0.0,,50,8,3,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.3125,<class 'keras.optimizers.Adam'>,funnel,
3,50,0.6889533059163527,0.5757575861432336,0.6941827070573526,0.49414825559592523,<function relu at 0x7f1605d950d0>,3,0.0,,50,32,4,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Nadam'>,brick,
4,100,0.3460173496299169,0.8666666666666667,0.4334673158391359,0.8062418725617685,<function relu at 0x7f1605d950d0>,2,0.0,,100,8,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Adam'>,brick,
5,50,0.3085743463908633,0.8515151515151516,0.38438380646906306,0.8244473342002601,<function elu at 0x7f1605d95158>,2,0.0,,50,32,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Adam'>,brick,
6,50,0.3363464220906749,0.8484848484848485,0.4133939981383062,0.8218465539661899,<function relu at 0x7f1605d950d0>,4,0.0,,50,32,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Adam'>,brick,
7,150,0.41470936749069,0.8333333333333334,0.35725620210938913,0.8335500650195059,<function elu at 0x7f1605d95158>,1,0.0,,150,64,5,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Adam'>,brick,
8,150,9.178949172930286,0.4242424339056015,8.04375229715836,0.4954486460617522,<function elu at 0x7f1605d95158>,3,0.0,,150,32,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Nadam'>,brick,
9,150,0.3767885795822649,0.8303030303030303,0.3317238361646163,0.8335500650195059,<function elu at 0x7f1605d95158>,4,0.0,,150,16,4,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Nadam'>,funnel,
10,150,0.34965146697041666,0.8575757641683925,0.4281435101279024,0.8192457818318405,<function relu at 0x7f1605d950d0>,3,0.0,,150,8,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Adam'>,funnel,
11,100,0.30311251867449646,0.8545454545454545,0.346067742370396,0.8439531859557867,<function elu at 0x7f1605d95158>,2,0.0,,100,8,3,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Adam'>,funnel,
12,50,0.37353567535226995,0.8393939393939394,0.45434457216755775,0.8036410923276983,<function elu at 0x7f1605d95158>,4,0.0,,50,64,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.3125,<class 'keras.optimizers.Adam'>,funnel,
13,50,0.3479095608447537,0.8424242424242424,0.3756211528116147,0.823146944083225,<function elu at 0x7f1605d95158>,4,0.0,,50,8,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Nadam'>,brick,
14,50,0.5651938904707201,0.7515151515151515,0.4482056167164942,0.7984395318595578,<function relu at 0x7f1605d950d0>,1,0.0,,50,64,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Adam'>,brick,
15,100,0.6816731293996176,0.5757575757575758,0.6941419033762383,0.49934980494148246,<function elu at 0x7f1605d95158>,1,0.0,,100,32,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Nadam'>,funnel,
16,150,9.178949172930286,0.4242424339056015,8.043752285066912,0.49544864629428004,<function relu at 0x7f1605d950d0>,3,0.0,,150,32,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.75,<class 'keras.optimizers.Nadam'>,brick,
17,100,0.3056680460869757,0.8575757575757575,0.34389065010781295,0.8530559167750326,<function elu at 0x7f1605d95158>,1,0.0,,100,8,3,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Nadam'>,brick,
18,100,0.3559114173277604,0.8515151515151516,0.4275644538895989,0.811443433029909,<function relu at 0x7f1605d950d0>,1,0.0,,100,8,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Adam'>,brick,
19,100,0.35197399035096166,0.8242424242424242,0.3538180837608748,0.8205461638491548,<function elu at 0x7f1605d95158>,4,0.0,,100,16,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.75,<class 'keras.optimizers.Adam'>,funnel,
20,100,0.35754774953379775,0.8424242424242424,0.40434258754797503,0.8244473342002601,<function relu at 0x7f1605d950d0>,4,0.0,,100,8,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Nadam'>,funnel,
21,100,9.178948918255895,0.42424242424242425,8.043752107415616,0.49544863459037713,<function elu at 0x7f1605d95158>,4,0.0,,100,64,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Nadam'>,funnel,
22,150,0.3519448237848172,0.8272727272727273,0.3437857997721568,0.8491547464239272,<function elu at 0x7f1605d95158>,1,0.0,,150,16,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Nadam'>,funnel,
23,50,0.3774204962632873,0.8454545454545455,0.47545326148463785,0.8010403120936281,<function elu at 0x7f1605d95158>,4,0.0,,50,16,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Nadam'>,brick,
24,50,0.41834712168484023,0.8272727272727273,0.4590004311658936,0.811443433029909,<function elu at 0x7f1605d95158>,1,0.0,,50,32,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Nadam'>,funnel,
25,50,0.6939796613924432,0.42424242424242425,0.6945291612641245,0.47464239271781533,<function relu at 0x7f1605d950d0>,4,0.0,,50,32,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Nadam'>,funnel,
26,100,0.38205327094447883,0.8303030371665955,0.37190598190265994,0.8322496822270987,<function elu at 0x7f1605d95158>,3,0.0,,100,16,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Nadam'>,funnel,
27,150,0.6916735154209714,0.5757575757575758,0.6937303899633559,0.4889466840052016,<function relu at 0x7f1605d950d0>,1,0.0,,150,32,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Nadam'>,funnel,
28,50,0.6902404777931445,0.5757575757575758,0.6942130954274895,0.4889466840052016,<function relu at 0x7f1605d950d0>,4,0.0,,50,64,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Nadam'>,funnel,
29,100,0.3646229369893676,0.8272727272727273,0.4062677663595215,0.8257477243172952,<function relu at 0x7f1605d950d0>,1,0.0,,100,64,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.75,<class 'keras.optimizers.Adam'>,funnel,
30,150,0.3182451108284912,0.8727272727272727,0.3160173070991843,0.8634590377113134,<function elu at 0x7f1605d95158>,1,0.0,,150,32,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Adam'>,funnel,
31,150,0.39698172303085977,0.8272727272727273,0.316568215526592,0.8621586475942783,<function elu at 0x7f1605d95158>,4,0.0,,150,64,3,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Adam'>,funnel,
32,150,0.42989918376234443,0.8060606132854115,0.33169238273931184,0.8413524132013631,<function relu at 0x7f1605d950d0>,3,0.0,,150,16,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Nadam'>,funnel,
33,150,0.3595526769418608,0.8515151576562361,0.43404393092945937,0.8140442215574734,<function relu at 0x7f1605d950d0>,3,0.0,,150,8,4,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Adam'>,brick,
34,50,0.3637194144567757,0.8424242424242424,0.45295280217533984,0.811443433029909,<function relu at 0x7f1605d950d0>,2,0.0,,50,8,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Nadam'>,brick,
35,150,0.301396662782733,0.8848484848484849,0.3406354701830405,0.8608582574772432,<function elu at 0x7f1605d95158>,1,0.0,,150,8,4,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Adam'>,funnel,
36,150,0.35388615433916903,0.8333333333333334,0.37403979166974016,0.8283485045513654,<function relu at 0x7f1605d950d0>,4,0.0,,150,16,3,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Adam'>,brick,
37,50,0.33551119170857197,0.8606060606060606,0.4222690719157101,0.8205461638491548,<function relu at 0x7f1605d950d0>,2,0.0,,50,32,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Adam'>,brick,
38,100,0.3420587670992711,0.8454545454545455,0.4132186445748879,0.8244473342002601,<function relu at 0x7f1605d950d0>,1,0.0,,100,64,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Nadam'>,brick,
39,150,0.3499316356398843,0.8393939465284348,0.41746325895277436,0.8296489029618946,<function relu at 0x7f1605d950d0>,3,0.0,,150,16,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Adam'>,brick,
40,50,0.35181382366202096,0.8606060670180754,0.414813728317599,0.8257477310993582,<function relu at 0x7f1605d950d0>,3,0.0,,50,32,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Adam'>,brick,
41,100,0.2971394152126529,0.8787878787878788,0.3438510964824412,0.8452535760728218,<function elu at 0x7f1605d95158>,4,0.0,,100,8,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Nadam'>,funnel,
42,50,0.34488873409502435,0.8393939393939394,0.4152501602554197,0.8179453836150845,<function elu at 0x7f1605d95158>,4,0.0,,50,64,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Adam'>,brick,
43,150,0.35052013866758597,0.8333333333333334,0.35634852788640126,0.8426527958387516,<function relu at 0x7f1605d950d0>,2,0.0,,150,16,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Adam'>,brick,
44,50,0.6922948533838446,0.5757575757575758,0.6941011752666826,0.494148244473342,<function relu at 0x7f1605d950d0>,4,0.0,,50,16,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Nadam'>,funnel,
45,50,0.36044239218939433,0.8545454605059191,0.4558528343600709,0.8036411010087389,<function relu at 0x7f1605d950d0>,3,0.0,,50,64,3,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Adam'>,funnel,
46,50,0.36666947278109463,0.8454545454545455,0.45686061277268614,0.7854356306892067,<function relu at 0x7f1605d950d0>,4,0.0,,50,32,5,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Adam'>,funnel,
47,150,0.6917667045737758,0.5757575757575758,0.6932442475822409,0.5045513654096229,<function relu at 0x7f1605d950d0>,2,0.0,,150,16,5,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Nadam'>,funnel,
48,50,0.3444700174259417,0.8454545454545455,0.42764430978518314,0.8101430429128739,<function relu at 0x7f1605d950d0>,4,0.0,,50,8,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Adam'>,funnel,
49,50,0.36858182981836074,0.8575757575757575,0.45464480727831064,0.8153446033810143,<function relu at 0x7f1605d950d0>,2,0.0,,50,8,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Adam'>,brick,
50,150,0.6917221835165313,0.5757575757575758,0.6932208097802647,0.5045513654096229,<function relu at 0x7f1605d950d0>,1,0.0,,150,64,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Adam'>,funnel,
51,100,0.3027885327623649,0.8636363695968281,0.3585238220419623,0.8322496825758906,<function elu at 0x7f1605d95158>,3,0.0,,100,8,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Adam'>,funnel,
52,50,6.837979733913077,0.5757575861432336,7.985688182142401,0.5045513771522805,<function elu at 0x7f1605d95158>,3,0.0,,50,16,4,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.3125,<class 'keras.optimizers.Nadam'>,funnel,
53,50,0.6891784003286651,0.5757575757575758,0.6954371757098076,0.4759427828348505,<function elu at 0x7f1605d95158>,2,0.0,,50,16,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Nadam'>,funnel,
54,50,0.3321798178282651,0.8515151515151516,0.4029588622315962,0.8218465539661899,<function elu at 0x7f1605d95158>,4,0.0,,50,32,3,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Adam'>,brick,
55,50,0.6917684359983964,0.5757575861432336,0.693175735492235,0.5045513769197526,<function relu at 0x7f1605d950d0>,3,0.0,,50,8,5,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Adam'>,funnel,
56,150,9.178948802659008,0.42424242424242425,8.043752008513762,0.49544863459037713,<function relu at 0x7f1605d950d0>,2,0.0,,150,16,4,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Nadam'>,brick,
57,150,6.837979877917853,0.5757575757575758,7.985688366474192,0.5045513654096229,<function elu at 0x7f1605d95158>,4,0.0,,150,32,5,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Nadam'>,funnel,
58,50,0.693417843544122,0.42424242424242425,0.6937033953375252,0.5006501950585176,<function relu at 0x7f1605d950d0>,4,0.0,,50,32,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.3125,<class 'keras.optimizers.Nadam'>,funnel,
59,50,0.69804956407258,0.42424242424242425,0.6943320867609141,0.4980494148244473,<function relu at 0x7f1605d950d0>,4,0.0,,50,8,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.75,<class 'keras.optimizers.Nadam'>,brick,
60,100,0.6915278777931676,0.5757575757575758,0.6936289599875015,0.494148244473342,<function relu at 0x7f1605d950d0>,1,0.0,,100,8,5,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Nadam'>,funnel,
61,50,0.3701824376980464,0.8424242424242424,0.4442721771170786,0.811443433029909,<function relu at 0x7f1605d950d0>,4,0.0,,50,16,4,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Adam'>,brick,
62,100,0.6928771210439277,0.5757575757575758,0.6937127274561611,0.494148244473342,<function relu at 0x7f1605d950d0>,2,0.0,,100,64,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Nadam'>,funnel,
63,100,0.3227133402644609,0.8545454545454545,0.3962765642146292,0.8270481144343304,<function relu at 0x7f1605d950d0>,1,0.0,,100,64,5,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Adam'>,funnel,
64,150,9.178949172930286,0.4242424339056015,8.043752297623417,0.4954486454804325,<function elu at 0x7f1605d95158>,3,0.0,,150,64,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Nadam'>,brick,
65,100,0.3587173089777488,0.8454545454545455,0.4397891219849831,0.8140442132639792,<function relu at 0x7f1605d950d0>,1,0.0,,100,16,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Adam'>,funnel,
66,150,0.6922754428603433,0.5757575861432336,0.6933023202558798,0.46684006309943327,<function relu at 0x7f1605d950d0>,3,0.0,,150,64,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Adam'>,funnel,
67,100,0.31013295194134116,0.8545454607768492,0.33880705693046353,0.8517555332850418,<function elu at 0x7f1605d95158>,3,0.0,,100,16,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Nadam'>,brick,
68,150,6.837979901554215,0.5757575757575758,7.985688381818788,0.5045513654096229,<function elu at 0x7f1605d95158>,2,0.0,,150,16,3,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Nadam'>,funnel,
69,150,0.33362731227481907,0.8454545511440797,0.3417296129386625,0.8569570938306915,<function elu at 0x7f1605d95158>,3,0.0,,150,8,3,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Adam'>,funnel,
70,150,0.3996552104299719,0.8272727272727273,0.4479482359941976,0.8101430429128739,<function relu at 0x7f1605d950d0>,1,0.0,,150,32,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Nadam'>,funnel,
71,50,0.6978319522106287,0.42424242424242425,0.6962187235160053,0.5006501950585176,<function elu at 0x7f1605d95158>,2,0.0,,50,8,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Nadam'>,funnel,
72,50,0.6930811965104305,0.5757575757575758,0.6939704594128464,0.5045513654096229,<function relu at 0x7f1605d950d0>,1,0.0,,50,8,5,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.3125,<class 'keras.optimizers.Adam'>,funnel,
73,150,0.3807251740698562,0.8303030303030303,0.43534749324441985,0.811443433029909,<function relu at 0x7f1605d950d0>,2,0.0,,150,16,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.3125,<class 'keras.optimizers.Adam'>,brick,
74,50,0.3502653035611123,0.8303030303030303,0.4401118161150169,0.7997399219765929,<function relu at 0x7f1605d950d0>,1,0.0,,50,64,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Nadam'>,brick,
75,150,0.3055870640910033,0.8606060606060606,0.3735211003760678,0.8309492847854356,<function relu at 0x7f1605d950d0>,2,0.0,,150,8,4,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.3125,<class 'keras.optimizers.Adam'>,funnel,
76,100,0.4205598196522756,0.8151515223763206,0.44864603922604274,0.8036411011250029,<function relu at 0x7f1605d950d0>,3,0.0,,100,16,2,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.3125,<class 'keras.optimizers.Nadam'>,funnel,
77,50,0.34378493692387235,0.8454545516859401,0.3906031700071572,0.828348512573577,<function elu at 0x7f1605d95158>,3,0.0,,50,8,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Adam'>,funnel,
78,100,0.6924603093754161,0.5757575757575758,0.6939889280941769,0.4980494148244473,<function relu at 0x7f1605d950d0>,1,0.0,,100,8,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Nadam'>,funnel,
79,150,0.33220542851609713,0.8575757575757575,0.31466323071400426,0.8595578673602081,<function elu at 0x7f1605d95158>,4,0.0,,150,64,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Adam'>,funnel,
80,100,9.178948802659008,0.42424242424242425,8.043752011614133,0.49544863459037713,<function elu at 0x7f1605d95158>,2,0.0,,100,16,5,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Nadam'>,brick,
81,50,0.38173804523934396,0.8515151515151516,0.4528491051999206,0.7958387516254877,<function relu at 0x7f1605d950d0>,1,0.0,,50,64,4,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.75,<class 'keras.optimizers.Nadam'>,funnel,
82,100,0.6865586493954514,0.5757575757575758,0.6940273864216551,0.5149544863459038,<function relu at 0x7f1605d950d0>,1,0.0,,100,8,4,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Nadam'>,funnel,
83,100,6.837979733913077,0.5757575861432336,7.985688199464811,0.5045513766097154,<function elu at 0x7f1605d95158>,3,0.0,,100,32,3,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Nadam'>,brick,
84,150,0.310756600145815,0.8606060606060606,0.3627326956360331,0.8205461638491548,<function elu at 0x7f1605d95158>,4,0.0,,150,64,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Adam'>,brick,
85,50,9.178948918255895,0.42424242424242425,8.043752106640524,0.49544863459037713,<function elu at 0x7f1605d95158>,4,0.0,,50,16,5,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Nadam'>,brick,
86,150,6.837979901554215,0.5757575757575758,7.985688381428669,0.5045513654096229,<function relu at 0x7f1605d950d0>,2,0.0,,150,64,4,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,4.4375,<class 'keras.optimizers.Nadam'>,funnel,
87,50,0.6903499310666864,0.5757575757575758,0.6935516222245671,0.49154746423927176,<function relu at 0x7f1605d950d0>,1,0.0,,50,8,5,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Nadam'>,funnel,
88,50,0.4126424600370228,0.8151515226472508,0.4348019729416832,0.8101430507413122,<function relu at 0x7f1605d950d0>,3,0.0,,50,16,4,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.625,<class 'keras.optimizers.Adam'>,brick,
89,150,9.178948802659008,0.42424242424242425,8.043752004948335,0.49544863459037713,<function elu at 0x7f1605d95158>,2,0.0,,150,32,3,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,1.0625,<class 'keras.optimizers.Nadam'>,brick,
90,100,0.339902841265906,0.8393939462575045,0.43209068188189453,0.8153446114032259,<function relu at 0x7f1605d950d0>,3,0.0,,100,64,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.75,<class 'keras.optimizers.Adam'>,brick,
91,50,0.3716383421285586,0.848484855890274,0.4371741917686748,0.8088426616318979,<function relu at 0x7f1605d950d0>,3,0.0,,50,8,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.3125,<class 'keras.optimizers.Adam'>,brick,
92,50,9.178948918255895,0.42424242424242425,8.043752112996286,0.49544863459037713,<function elu at 0x7f1605d95158>,4,0.0,,50,32,4,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.1875,<class 'keras.optimizers.Nadam'>,funnel,
93,50,0.3667861001961159,0.8363636363636363,0.44252537211260345,0.8062418725617685,<function relu at 0x7f1605d950d0>,4,0.0,,50,32,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,2.75,<class 'keras.optimizers.Adam'>,brick,
94,50,0.3848807189020921,0.836363642595031,0.4247739558823901,0.825747733075845,<function elu at 0x7f1605d95158>,3,0.0,,50,32,4,uniform,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,0.5,<class 'keras.optimizers.Nadam'>,brick,
95,50,0.6864259893243964,0.5757575861432336,0.6955649761291722,0.48504552516422594,<function relu at 0x7f1605d950d0>,3,0.0,,50,8,2,normal,<function sigmoid at 0x7f1605d95510>,<function binary_crossentropy at 0x7f1605d95488>,3.875,<class 'keras.optimizers.Nadam'>,brick,
