52.21,47.32,0.06,0.23199999999999998,0.071,0.0,0.012,0.06,0.0,0.20800000000000002,0.054000000000000006,0.0,0.006,0.125,0.13699999999999998,0.006,0.0,0.03,0.0,111.0,0.036000000000000004,0.009000000000000001
10.0,7.4,0.016,0.14300000000000002,0.048,0.0,0.032,0.111,0.0,0.175,0.079,0.0,0.0,0.079,0.222,0.016,0.0,0.079,0.0,45.0,0.0,0.067
49.09,49.55,0.068,0.184,0.057999999999999996,0.0,0.021,0.07400000000000001,0.0,0.2,0.042,0.0,0.011000000000000001,0.147,0.168,0.005,0.0,0.021,0.0,125.0,0.008,0.032
10.4,20.4,0.065,0.162,0.09300000000000001,0.0,0.021,0.10300000000000001,0.0,0.19899999999999998,0.045,0.0,0.040999999999999995,0.038,0.141,0.006999999999999999,0.0,0.086,0.0,179.0,0.084,0.045
0.0,0.0,0.145,0.174,0.1,0.0,0.012,0.083,0.0,0.249,0.021,0.0,0.012,0.025,0.11199999999999999,0.008,0.0,0.057999999999999996,0.0,209.0,0.04,0.06
0.0,0.0,0.067,0.2,0.052000000000000005,0.0,0.022000000000000002,0.03,0.0,0.207,0.10400000000000001,0.0,0.015,0.096,0.14800000000000002,0.0,0.0,0.059000000000000004,0.0,96.0,0.021,0.073
58.05,59.79,0.098,0.158,0.046,0.0,0.033,0.091,0.0,0.212,0.045,0.0,0.036000000000000004,0.07,0.159,0.002,0.0,0.051,0.0,432.0,0.03,0.032
21.57,20.29,0.076,0.171,0.017,0.0,0.023,0.052000000000000005,0.0,0.262,0.054000000000000006,0.0,0.012,0.07,0.196,0.002,0.0,0.064,0.0,374.0,0.011000000000000001,0.037000000000000005
0.0,0.0,0.062,0.133,0.109,0.0,0.023,0.102,0.0,0.188,0.023,0.0,0.055,0.086,0.11699999999999999,0.023,0.0,0.078,0.0,111.0,0.026000000000000002,0.013000000000000001
52.0,41.0,0.028999999999999998,0.028999999999999998,0.0,0.0,0.0,0.114,0.0,0.086,0.086,0.0,0.057,0.171,0.22899999999999998,0.057,0.0,0.14300000000000002,0.0,26.0,0.038,0.038
0.0,0.0,0.054000000000000006,0.134,0.037000000000000005,0.0,0.037000000000000005,0.067,0.0,0.10400000000000001,0.174,0.0,0.034,0.07,0.20800000000000002,0.006999999999999999,0.0,0.07400000000000001,0.0,207.0,0.063,0.028999999999999998
0.0,0.0,0.043,0.156,0.07400000000000001,0.0,0.023,0.102,0.0,0.102,0.11699999999999999,0.0,0.059000000000000004,0.078,0.18,0.004,0.0,0.062,0.0,164.0,0.018000000000000002,0.024
36.0,45.0,0.078,0.154,0.092,0.0,0.023,0.09,0.0,0.217,0.023,0.0,0.034,0.067,0.162,0.011000000000000001,0.0,0.049,0.0,387.0,0.047,0.031
41.61,34.55,0.127,0.184,0.062,0.0,0.013999999999999999,0.055999999999999994,0.0,0.28800000000000003,0.065,0.0,0.006,0.037000000000000005,0.13,0.006,0.0,0.025,0.0,283.0,0.016,0.049
0.0,0.0,0.076,0.126,0.121,0.0,0.033,0.081,0.0,0.18899999999999997,0.027999999999999997,0.0,0.051,0.114,0.134,0.005,0.0,0.043,0.0,331.0,0.052000000000000005,0.064
12.44,7.0,0.071,0.013999999999999999,0.043,0.0,0.0,0.043,0.0,0.18600000000000003,0.1,0.0,0.013999999999999999,0.114,0.34299999999999997,0.0,0.0,0.071,0.0,58.0,0.017,0.052000000000000005
53.33,58.67,0.08199999999999999,0.18899999999999997,0.08900000000000001,0.0,0.024,0.079,0.0,0.192,0.040999999999999995,0.0,0.038,0.08900000000000001,0.107,0.013999999999999999,0.0,0.055,0.0,185.0,0.005,0.092
0.0,0.0,0.078,0.159,0.069,0.0,0.026000000000000002,0.086,0.0,0.233,0.052000000000000005,0.0,0.043,0.078,0.11199999999999999,0.0,0.0,0.065,0.0,155.0,0.052000000000000005,0.045
2.11,0.89,0.063,0.193,0.09,0.0,0.019,0.077,0.0,0.203,0.052000000000000005,0.0,0.033,0.069,0.113,0.008,0.0,0.08,0.0,324.0,0.043,0.046
0.0,0.0,0.02,0.22399999999999998,0.0,0.0,0.02,0.040999999999999995,0.0,0.14300000000000002,0.163,0.0,0.0,0.184,0.184,0.0,0.0,0.02,0.0,34.0,0.0,0.0
35.12,38.38,0.048,0.222,0.048,0.0,0.0,0.016,0.0,0.159,0.048,0.0,0.016,0.27,0.159,0.0,0.0,0.016,0.0,44.0,0.0,0.045
0.0,0.0,0.12,0.157,0.048,0.0,0.012,0.084,0.0,0.22899999999999998,0.024,0.0,0.048,0.06,0.133,0.012,0.0,0.07200000000000001,0.0,53.0,0.0,0.019
38.0,49.0,0.055,0.084,0.087,0.0,0.019,0.07400000000000001,0.0,0.129,0.107,0.0,0.045,0.10400000000000001,0.23,0.003,0.0,0.061,0.0,225.0,0.044000000000000004,0.036000000000000004
54.38,58.88,0.1,0.14,0.094,0.0,0.035,0.083,0.0,0.21899999999999997,0.024,0.0,0.027000000000000003,0.049,0.161,0.003,0.0,0.065,0.0,441.0,0.05,0.063
0.0,0.0,0.08199999999999999,0.192,0.027000000000000003,0.0,0.027000000000000003,0.068,0.0,0.301,0.08199999999999999,0.0,0.013999999999999999,0.013999999999999999,0.16399999999999998,0.0,0.0,0.027000000000000003,0.0,48.0,0.0,0.021
17.79,17.0,0.077,0.14800000000000002,0.057,0.0,0.027999999999999997,0.10300000000000001,0.0,0.23,0.053,0.0,0.027000000000000003,0.073,0.14800000000000002,0.0,0.0,0.057,0.0,377.0,0.045,0.042
